id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
41025028-8,Suga,"[""![Notice: Min SUGA's Idea Contest]"","":Reward Details: 10-use Ticket for Min SUGA's Massage Chair""]",80,SMS_5S2_Suga_028_02_01,104,SMS_5S2_Suga_028_03_01,0,0,I refuse to enter the contest,The reward isn't worthwhile,
41025028-26,Suga,"[""![Notice: Min SUGA's Idea Contest]"",""""]",80,SMS_5S2_Suga_028_05_01,104,SMS_5S2_Suga_028_06_01,56,SMS_5S2_Suga_028_07_01,A certain Mr. Park...,A certain Mr. Kim...,A certain Mr. Jeon...
41025029-8,Suga,"[""So today"",""(Looool haha so who are you thankful for?""]",56,SMS_5S2_Suga_029_02_01,80,SMS_5S2_Suga_029_03_01,104,SMS_5S2_Suga_029_04_01,"!Namjun, who sprayed water on you?","Your rival in humor, Seok Jin?",Just Hoseok?
41025029-24,Suga,"[""So today"",""""]",80,SMS_5S2_Suga_029_05_01,104,SMS_5S2_Suga_029_06_01,0,0,I'm grateful for me,I'm grateful for Yunki,
41025030-6,Suga,"[""I heard someone"",""-Or should I be proactive and ask what's wrong""]",80,SMS_5S2_Suga_030_02_01,104,SMS_5S2_Suga_030_03_01,0,0,I'd leave it...,Talk to them,
41025030-18,Suga,"[""I heard someone"",""$There's really nothing on your mind?""]",104,SMS_5S2_Suga_030_05_01,80,SMS_5S2_Suga_030_06_01,56,SMS_5S2_Suga_030_07_01,"Actually, there is...",I really don't,Let's just say that I do
41025031-10,Suga,"[""(Shall I help you take a very simple test"",""Please choose --""]",80,SMS_5S2_Suga_031_02_01,104,SMS_5S2_Suga_031_03_01,0,0,1) A bored Min Yunki,2) A hungry SUGA,
41025031-25,Suga,"[""(Shall I help you take a very simple test"","";1) Go eat tteokbokki2) Go eat ice cream3) Go to a caf""]",80,SMS_5S2_Suga_031_05_01,104,SMS_5S2_Suga_031_06_01,56,SMS_5S2_Suga_031_07_01,1) Go eat tteokbokki,2) Go eat ice cream,3) Go to a caf
41025032-10,Suga,"[""Today"","")And we all had stomachaches the day after""]",104,SMS_5S2_Suga_032_02_01,80,SMS_5S2_Suga_032_03_01,0,0,"Oh, I didn't know that loool",I knew this already loool,
41025032-21,Suga,"[""Today"","".Oh, a <color=#42b7fe>TMI</color> about me? lol""]",56,SMS_5S2_Suga_032_05_01,104,SMS_5S2_Suga_032_06_01,80,SMS_5S2_Suga_032_07_01,You're only good at basketball,'When you rest your head on your hand...,'You look away during the catchphrase...
41034001-9,J-Hope,"[""Managerrr"",""So fragrant!! So pretty!!""]",208,SMS_4S_J-hope_02_02_01,112,SMS_4S_J-hope_02_03_01,160,SMS_4S_J-hope_02_04_01,How beautiful!,Must've cost a fortune...,Why do you need flowers?
41034003-13,J-Hope,"[""I had a weird dream"",""I'm so glad you're our manager""]",160,SMS_4S_J-hope_06_02_01,112,SMS_4S_J-hope_06_03_01,208,SMS_4S_J-hope_06_04_01,I'm more thankful.,That sounds like a fun dream...,;I think you feel a lot of pressure being the Dance Captain.
41034011-6,J-Hope,"[""7T_____________________________________________________T"",""MAnd it's stuck somewhere in the middle of the Pacific Ocean... What do I do?!""]",112,SMS_4S_J-hope_22_02_01,160,SMS_4S_J-hope_22_03_01,208,SMS_4S_J-hope_22_04_01,Time to give up...,I'll sort it out.,$Be patient and wait a little longer.
41034012-10,J-Hope,"[""M a n a g e r..."",""1I'm itching to do something and I can't stand it!""]",160,SMS_4S_J-hope_24_02_01,208,SMS_4S_J-hope_24_03_01,112,SMS_4S_J-hope_24_04_01,"(Still, rest up when you have the chance.",'Try practicing some light choreography?,"Hoseok, you're a practice fiend!"
41034014-12,J-Hope,"["")We did a deep clean of the dorms today..."",""I want some chicken >_<""]",208,SMS_4S_J-hope_18_02_01,112,SMS_4S_J-hope_18_03_01,160,SMS_4S_J-hope_18_04_01,Order some!,You had chicken yesterday!,It's not good for you...
41034019-4,J-Hope,"[""#Dogs <color=#42b7fe>vs</color> Cats"",""!Please respond in 3 seconds 3 2 1""]",160,SMS_4S_J-hope_28_02_01,112,SMS_4S_J-hope_28_03_01,208,SMS_4S_J-hope_28_04_01,Dogs!,Cats!,Hoseok!
41034020-4,J-Hope,"[""Manager"",""Rainy days?? Hm...""]",208,SMS_4S_J-hope_14_02_01,160,SMS_4S_J-hope_14_03_01,0,0,I do!,"No, I don't...",
41034021-9,J-Hope,"[""I'm making bracelets"",""!Loool bracelets from Hobi, huh...""]",208,SMS_4S2_J-hope_021_02_01,160,SMS_4S2_J-hope_021_03_01,112,SMS_4S2_J-hope_021_04_01,What's special about them?,When will you give them to them?,What got you into making them?
41035002-5,J-Hope,"[""Manager!!! Manager!!!"",""?Ah I'm just saying that we should have meat for breakfast loool""]",80,SMS_5S_J-hope_04_02_01,104,SMS_5S_J-hope_04_03_01,56,SMS_5S_J-hope_04_04_01,But that's not your style...?,Meat? Sure!,I'm not feeling it today.
41035002-12,J-Hope,"[""Manager!!! Manager!!!"",""I already bought the meat!""]",104,SMS_5S_J-hope_04_05_01,80,SMS_5S_J-hope_04_06_01,56,SMS_5S_J-hope_04_07_01,I'm so moved...,"Did you get choice cuts, too?",Why'd you do that?
41035003-4,J-Hope,"[""Maaanager..."",""qYou didn't tell anyone about me falling asleep while texting you right? You didn't, right? Right? Right??? Please""]",104,SMS_5S_J-hope_06_02_01,56,SMS_5S_J-hope_06_03_01,80,SMS_5S_J-hope_06_04_01,"#Don't worry, I didn't say anything.",Oops! I already told them...,I had forgotten about that.
41035003-13,J-Hope,"[""Maaanager..."",""'until you fall asleep, Manager!!! Yeap!""]",56,SMS_5S_J-hope_06_05_01,80,SMS_5S_J-hope_06_06_01,104,SMS_5S_J-hope_06_07_01,'I guess I'm not falling asleep tonight.,You're sure you can stay up?,I'll go sleep now!
41035004-6,J-Hope,"[""2Great weather and great <color=#42b7fe>bgm</color>"",""It's all your doing, Manager!!!!""]",104,SMS_5S_J-hope_08_02_01,56,SMS_5S_J-hope_08_03_01,80,SMS_5S_J-hope_08_04_01,"'I'm glad you're back to normal, Hoseok!","""It didn't make you miss home more?","I am pretty awesome, huh?"
41035004-18,J-Hope,"[""2Great weather and great <color=#42b7fe>bgm</color>"",""*Where would you like to go?? Please decide""]",56,SMS_5S_J-hope_08_05_01,104,SMS_5S_J-hope_08_06_01,80,SMS_5S_J-hope_08_07_01,A vacation spot.,My old neighborhood.,I don't need a vacation.
41035006-6,J-Hope,"[""Hoseok!"",""Nope I told you it's a secret""]",80,SMS_5S_J-hope_10_02_01,104,SMS_5S_J-hope_10_03_01,56,SMS_5S_J-hope_10_04_01,I wanna know so badly!,I don't remember this?,"%Then I'm going to have a secret, too."
41035006-14,J-Hope,"[""Hoseok!"",""!I'll tell you next time loooooool""]",56,SMS_5S_J-hope_10_05_01,80,SMS_5S_J-hope_10_06_01,104,SMS_5S_J-hope_10_07_01,'I'm not going to talk to you anymore...,Actually... I know everything!,Tell me via telepathy.
41035007-6,J-Hope,"[""!Are you sleeping well these days?"",""Dreams? what kind of dreams?""]",104,SMS_5S_J-hope_12_02_01,80,SMS_5S_J-hope_12_03_01,56,SMS_5S_J-hope_12_04_01,"Dreams about you, Hoseok",Exciting dreams,Nightmares
41035007-16,J-Hope,"[""!Are you sleeping well these days?"",""What the.... you too, Manager???""]",104,SMS_5S_J-hope_12_05_01,56,SMS_5S_J-hope_12_06_01,80,SMS_5S_J-hope_12_07_01,I was flying too,I wasn't flying,I'm just kidding
41035008-5,J-Hope,"[""Maaanager"",""Which is my favorite?""]",56,SMS_5S_J-hope_14_02_01,80,SMS_5S_J-hope_14_03_01,104,SMS_5S_J-hope_14_04_01,I don't know,Roses!,All three?
41035008-25,J-Hope,"[""Maaanager"",""I need to feel better too!""]",56,SMS_5S_J-hope_14_05_01,104,SMS_5S_J-hope_14_06_01,80,SMS_5S_J-hope_14_07_01,Look in the mirror!,Wanna go see some flowers?,I'll buy you flowers
41035009-7,J-Hope,"[""!Have you come up with a song yet?"",""Whoa are you guys a duo?""]",104,SMS_5S_J-hope_16_02_01,56,SMS_5S_J-hope_16_03_01,80,SMS_5S_J-hope_16_04_01,So cool,"No, that's bad",Who's the leader?
41035009-15,J-Hope,"[""!Have you come up with a song yet?"",""#is there anything you want to hear?""]",104,SMS_5S_J-hope_16_05_01,80,SMS_5S_J-hope_16_06_01,56,SMS_5S_J-hope_16_07_01,Something sweet,Something exciting!,Pansori
41035010-8,J-Hope,"[""I have finally, finally"",""I worried you for nothing""]",104,SMS_5S_J-hope_18_02_01,80,SMS_5S_J-hope_18_03_01,56,SMS_5S_J-hope_18_04_01,It happens,I was super worried,I thought you were exaggerating
41035010-20,J-Hope,"[""I have finally, finally"","")what would be a good thing for me to eat?""]",104,SMS_5S_J-hope_18_05_01,56,SMS_5S_J-hope_18_06_01,80,SMS_5S_J-hope_18_07_01,Ice cream of course,Ice cubes of course,Naengmyun of course
41035011-3,J-Hope,"[""Manager!!"",""/We made ginseng chicken soup! Come to the dorm!""]",80,SMS_5S_J-hope_20_02_01,56,SMS_5S_J-hope_20_03_01,104,SMS_5S_J-hope_20_04_01,Sounds great!,I had some yesterday...,Can you vouch for the taste?
41035011-16,J-Hope,"[""Manager!!"",""""]",104,SMS_5S_J-hope_20_05_01,80,SMS_5S_J-hope_20_06_01,0,0,Right now!,I don't wanna go,
41035012-8,J-Hope,"[""Hobi Hobi today"",""You'll cheer me on right?""]",104,SMS_5S_J-hope_24_02_01,80,SMS_5S_J-hope_24_03_01,0,0,Go for it!,Don't do it...,
41035012-18,J-Hope,"[""Hobi Hobi today"",""I know! But you should guess""]",80,SMS_5S_J-hope_24_05_01,56,SMS_5S_J-hope_24_06_01,104,SMS_5S_J-hope_24_07_01,The roller coaster,A scary game,A music game
41035013-4,J-Hope,"[""Manager!!"",""'are you having yourself a Merry Chuseok""]",104,SMS_5S_J-hope_22_02_01,80,SMS_5S_J-hope_22_03_01,56,SMS_5S_J-hope_22_04_01,I'm just lazing around,I'm spending it well,I'm working
41035013-24,J-Hope,"[""Manager!!"",""""]",80,SMS_5S_J-hope_22_05_01,104,SMS_5S_J-hope_22_06_01,56,SMS_5S_J-hope_22_07_01,!I recommend some new plans then!!,Do you have any other plans?,Crazy...
41035014-5,J-Hope,"[""$The time has finally come Manager..."",""\""But don't worry... I have a plan!!""]",80,SMS_5S_J-hope_26_02_01,104,SMS_5S_J-hope_26_03_01,56,0,I have motion sickness meds,I have snacks,
41035014-16,J-Hope,"[""$The time has finally come Manager..."",""""]",104,SMS_5S_J-hope_26_05_01,56,SMS_5S_J-hope_26_06_01,80,SMS_5S_J-hope_26_07_01,It's okay to be sick!,Right T_T I hope you won't be,I'll be your stunt double!!
41035015-9,J-Hope,"[""I take it back..."",""We're in a standoff T_______T""]",80,SMS_5S_J-hope_28_02_01,104,SMS_5S_J-hope_28_03_01,56,SMS_5S_J-hope_28_04_01,Call Jimin!,Call Jeongguk!,I'll help!
41035015-27,J-Hope,"[""I take it back..."",""""]",80,SMS_5S_J-hope_28_05_01,104,SMS_5S_J-hope_28_06_01,56,SMS_5S_J-hope_28_07_01,"I think there's a bug here, too",I heard a sound,It's nothing
41035016-4,J-Hope,"[""At last..."",""Yayyyyyyy""]",104,SMS_5S_J-hope_30_02_01,80,SMS_5S_J-hope_30_03_01,0,0,Congrats,Noooooo,
41035016-13,J-Hope,"[""At last..."",""What should I get him?""]",56,SMS_5S_J-hope_30_05_01,80,SMS_5S_J-hope_30_06_01,104,SMS_5S_J-hope_30_07_01,Grapefruit tarts!,Bibim instant noodles!,You don't need to pay him back
41035017-6,J-Hope,"[""Managerrrrrrrr"",""Whoooooooooooo am I?""]",80,SMS_5S_J-hope_32_02_01,104,SMS_5S_J-hope_32_03_01,0,0,j-sad,j-hope,
41035017-13,J-Hope,"[""Managerrrrrrrr"",""Loool Did you miss me, Manager?""]",104,SMS_5S_J-hope_32_05_01,56,SMS_5S_J-hope_32_06_01,80,SMS_5S_J-hope_32_07_01,Yes I did!,"No, I didn't",Not really
41035018-13,J-Hope,"[""I finally"",""2What kind of style do you think suits me, Manager?""]",56,SMS_5S_J-hope_34_02_01,80,SMS_5S_J-hope_34_03_01,104,SMS_5S_J-hope_34_04_01,Simple,&Flashy clothes and flashy accessories!,Everything suits you!
41035018-22,J-Hope,"[""I finally"",""DI think I need someone who'll encourage me to look at all the styles""]",104,SMS_5S_J-hope_34_05_01,80,SMS_5S_J-hope_34_06_01,56,SMS_5S_J-hope_34_07_01,Someone with different tastes,Someone with similar tastes,Go alone
41035019-5,J-Hope,"[""Maaannnaaager"",""PHave you finished all your work so you can enjoy your year-end holidays Manager?""]",104,SMS_5S_J-hope_36_02_01,56,SMS_5S_J-hope_36_03_01,80,SMS_5S_J-hope_36_04_01,I'm still working,Yes! Happy holidays indeed!,"%I'm done with work, but I'm not happy"
41035019-14,J-Hope,"[""Maaannnaaager"",""%You're excited right Manager?! Hahhhh""]",104,SMS_5S_J-hope_36_05_01,56,SMS_5S_J-hope_36_06_01,80,SMS_5S_J-hope_36_07_01,Totally excited!!!,$I want to hear what it is first hehe,Am I included?
41035020-4,J-Hope,"[""Manager T_T"",""over to the dorm please????""]",80,SMS_5S_J-hope_38_02_01,104,SMS_5S_J-hope_38_03_01,0,0,Yes I can I'll be right there!,"Yes, if you tell me why",
41035020-15,J-Hope,"[""Manager T_T"",""How do I coax them back??""]",56,SMS_5S_J-hope_38_05_01,80,SMS_5S_J-hope_38_06_01,104,SMS_5S_J-hope_38_07_01,I might be the leak,Should I go pick them up?,"""List the benefits of deep cleaning"
41035021-6,J-Hope,"[""TT"",""I got a warning at the dorm...""]",104,SMS_5S_J-hope_40_02_01,56,SMS_5S_J-hope_40_03_01,80,SMS_5S_J-hope_40_04_01,"You, Hoseok?",For the first time in your life?,It's no biggie
41035021-18,J-Hope,"[""TT"",""""]",104,SMS_5S_J-hope_40_05_01,80,SMS_5S_J-hope_40_06_01,56,SMS_5S_J-hope_40_07_01,Was it Jimin?,Was it Seok Jin?,Was it Yunki?
41035022-3,J-Hope,"[""ADid you end up finishing the chocolate with 99% cacao, Hobi hobi?"",""Mmm... Hobi hobi!!! hahaha""]",104,SMS_5S_J-hope_42_02_01,80,SMS_5S_J-hope_42_03_01,0,0,Is that a no?,Is that a yes?,
41035022-10,J-Hope,"[""ADid you end up finishing the chocolate with 99% cacao, Hobi hobi?"",""There's someone who needs it???""]",80,SMS_5S_J-hope_42_05_01,56,SMS_5S_J-hope_42_06_01,104,SMS_5S_J-hope_42_07_01,Namjun,Seok Jin,Yunki
41035023-10,J-Hope,"[""@I witnessed a Considerate Dance Captain Jeong moment again today"",""*Where did you learn how to be considerate?""]",80,SMS_5S_J-hope_44_02_01,104,SMS_5S_J-hope_44_03_01,0,0,Were you born this way?,&Is it your love for the other members?,
41035023-22,J-Hope,"[""@I witnessed a Considerate Dance Captain Jeong moment again today"",""????? Me?!!!!!!!""]",104,SMS_5S_J-hope_44_05_01,56,SMS_5S_J-hope_44_06_01,80,SMS_5S_J-hope_44_07_01,!I thought you'd never mention me!,"No, I haven't done anything T_T",$Is there another Manager besides me?
41035024-7,J-Hope,"[""Manager..."",""There's just no end in sight T_T""]",104,SMS_5S2_J-hope_024_02_01,56,SMS_5S2_J-hope_024_03_01,80,SMS_5S2_J-hope_024_04_01,Do you want me to help?,Too many clothes?,Are you being too meticulous?
41035024-24,J-Hope,"[""Manager..."",""Who said they'd help??""]",104,SMS_5S2_J-hope_024_05_01,56,SMS_5S2_J-hope_024_06_01,80,SMS_5S2_J-hope_024_07_01,Taehyung?,Namjun?,Jeongguk?
41035025-4,J-Hope,"[""Manager"",""What would you think???""]",80,SMS_5S2_J-hope_025_02_01,104,SMS_5S2_J-hope_025_03_01,0,0,I think it'd be nice,I don't think I'd like it,
41035025-13,J-Hope,"[""Manager"",""Hmmm... Like what?""]",56,SMS_5S2_J-hope_025_05_01,80,SMS_5S2_J-hope_025_06_01,104,SMS_5S2_J-hope_025_07_01,That you can look forward to it?,!That we can focus on the present?,That surprises are possible?
41035026-4,J-Hope,"[""Now that I think about it"",""I got another gift from you!!""]",80,SMS_5S2_J-hope_026_02_01,104,SMS_5S2_J-hope_026_03_01,0,0,I thought you forgot...,What was it?,
41035026-16,J-Hope,"[""Now that I think about it"",""A story???""]",80,SMS_5S2_J-hope_026_05_01,104,SMS_5S2_J-hope_026_06_01,56,SMS_5S2_J-hope_026_07_01,"%They weren't actually for you, Hoseok",They weren't from just me,!That wasn't for coming-of-age day
41035027-4,J-Hope,"[""This is amazing"",""Wooooooowwwwwwwwww!!!""]",80,SMS_5S2_J-hope_027_02_01,56,SMS_5S2_J-hope_027_03_01,104,SMS_5S2_J-hope_027_04_01,??? What?,Did something good happen? hahah,Ahhhhhhhhhhh!!!!
41035027-16,J-Hope,"[""This is amazing"",""I pinched the air!!!!!""]",80,SMS_5S2_J-hope_027_05_01,104,SMS_5S2_J-hope_027_06_01,0,0,How cute hahah,Why were you doing that then?,
41035028-7,J-Hope,"[""Hello?!"",""EYou can say that I'm debuting something that I've never done before!!""]",80,SMS_5S2_J-hope_028_02_01,104,SMS_5S2_J-hope_028_03_01,0,0,"Oh, I think I know!!",I have no idea,
41035028-18,J-Hope,"[""Hello?!"",""""]",56,SMS_5S2_J-hope_028_05_01,104,SMS_5S2_J-hope_028_06_01,80,SMS_5S2_J-hope_028_07_01,Cooking,The newest popular phrases,Sleeping late
41035029-9,J-Hope,"[""Maaanaaager, where are you now?"",""#Alright, I'll be there soon! but...""]",80,SMS_5S2_J-hope_029_02_01,104,SMS_5S2_J-hope_029_03_01,0,0,"#You guys are waiting for me, right?","&You have everything else ready, right?",
41035029-19,J-Hope,"[""Maaanaaager, where are you now?"",""-Oh right! What should we all do after dinner?""]",80,SMS_5S2_J-hope_029_05_01,56,SMS_5S2_J-hope_029_06_01,104,SMS_5S2_J-hope_029_07_01,A campfire,Games,Karaoke
41035030-7,J-Hope,"[""Manager!"",""Oh... That?!""]",104,SMS_5S2_J-hope_030_02_01,80,SMS_5S2_J-hope_030_03_01,0,0,I know!,I'm not sure...,
41035030-19,J-Hope,"[""Manager!"",""Have you found them?""]",104,SMS_5S2_J-hope_030_05_01,80,SMS_5S2_J-hope_030_06_01,56,SMS_5S2_J-hope_030_07_01,Someone overflowing with hope...,Positive energy...,)Something that puts a smile on my face...
41035031-6,J-Hope,"[""Again, again again"",""$so why does my throat hurt again T_T""]",80,SMS_5S2_J-hope_031_02_01,104,SMS_5S2_J-hope_031_03_01,0,0,What are your symptoms? T_T,!What'd you do on your livestream?,
41035031-20,J-Hope,"[""Again, again again"",""Hope sound effects???""]",104,SMS_5S2_J-hope_031_05_01,80,SMS_5S2_J-hope_031_06_01,56,SMS_5S2_J-hope_031_07_01,#I saw the world's greatest reaction,I wanted to change the title,Hope sound effects means
41035032-7,J-Hope,"[""Superhero movies are seriously"",""*Really? Who do you think these heroes are?""]",80,SMS_5S2_J-hope_032_02_01,104,SMS_5S2_J-hope_032_03_01,56,SMS_5S2_J-hope_032_04_01,Me,BTS!!,All of us!
41035032-24,J-Hope,"[""Superhero movies are seriously"",""QHmm... I think it'd be fun to star in a dance or traditional Korean sageuk movie!""]",80,SMS_5S2_J-hope_032_05_01,104,SMS_5S2_J-hope_032_06_01,0,0,A dancer suits you,A guardsman suits you,
41044002-10,RM,"[""&The bird fights its way out of the egg"",""Ha... Cool, right?""]",208,SMS_4S_RM_04_02_01,112,SMS_4S_RM_04_03_01,160,SMS_4S_RM_04_04_01,"Yeah, it's so cool!",What does that mean?,My head hurts...
41044003-6,RM,"[""0Manager thanks for suggesting that I go on walks"",""~Lately I've been wandering around at night, through grassy fields, next to the river, on the hiking trails in the mountains...""]",160,SMS_4S_RM_06_02_01,208,SMS_4S_RM_06_03_01,112,SMS_4S_RM_06_04_01,",Isn't it dangerous to wander alone at night?","I wanna go, too!",")Emotionally expressive as always, Namjun."
41044011-10,RM,"[""Do you want to cool off"","">Is there anything in particular you want to do there, Manager?""]",160,SMS_4S_RM_22_02_01,208,SMS_4S_RM_22_03_01,112,SMS_4S_RM_22_04_01,Eat chicken!,Go for a walk!,Watch buskers perform!
41044012-9,RM,"[""I want to ask you something"",""\""How many points would you give me?""]",208,SMS_4S_RM_24_02_01,112,SMS_4S_RM_24_03_01,160,SMS_4S_RM_24_04_01,100 points!,No points.,I can't tell you.
41044013-5,RM,"[""Did you know?"",""DNo one noticed, but there's a new caf that opened up near our dorm""]",160,SMS_4S_RM_16_02_01,208,SMS_4S_RM_16_03_01,112,SMS_4S_RM_16_04_01,Did you go?,How are the prices?,I didn't notice at all.
41044014-12,RM,"[""Kim Namjun!!!!!!!!"",""Are you for real...?""]",112,SMS_4S_RM_26_02_01,160,SMS_4S_RM_26_03_01,208,SMS_4S_RM_26_04_01,Be careful,"You're not hurt, are you?",That's one of your charms
41044015-4,RM,"[""9Manager thank you for helping me find the place last time"",""8It's not because I'm clumsy! The addresses are confusing""]",112,SMS_4S_RM_08_02_01,160,SMS_4S_RM_08_03_01,208,SMS_4S_RM_08_04_01,#I didn't have trouble finding it...,)I'll fix the address system just for you.,Even your excuses are adorable!
41044021-5,RM,"[""Manager"",""Who would you live as?""]",160,SMS_4S2_RM_021_02_01,208,SMS_4S2_RM_021_03_01,112,SMS_4S2_RM_021_04_01,Namjun,I'm fine with anyone,Maknae Jeongguk
41045002-8,RM,"[""Namjun where are you?"",""I found out... Who broke it...""]",80,SMS_5S_RM_04_02_01,80,SMS_5S_RM_04_03_01,104,SMS_5S_RM_04_04_01,Was it Taehyung?,Was it Yunki?,"It was you, Namjun, wasn't it?"
41045002-18,RM,"[""Namjun where are you?"",""3Manager... Why do I keep doing this? T_T T________T""]",104,SMS_5S_RM_04_05_01,80,SMS_5S_RM_04_06_01,0,0,(Life's no fun if people are too perfect.,*You just have to be careful in the future.,
41045003-6,RM,"[""TI looked up nearby skating rinks because I wanted to go ice skating with you Manager"","".Well, their AC broke and all the ice melted...""]",104,SMS_5S_RM_06_02_01,56,SMS_5S_RM_06_03_01,80,SMS_5S_RM_06_04_01,!No... I'm not ready to give up...,We'll have another chance.,&Let's make a skating rink in the dorm!
41045003-13,RM,"[""TI looked up nearby skating rinks because I wanted to go ice skating with you Manager"",""xIs there anything other than ice skating you'd like to do on your day off? I want to do whatever you want to do, Manager""]",56,SMS_5S_RM_06_05_01,104,SMS_5S_RM_06_06_01,80,SMS_5S_RM_06_07_01,Play board games at the dorm.,Go read at the library.,Ride bikes at the Han River.
41045004-5,RM,"[""Namjun! I have great news"",""-Limited-edition... What? What is it???? Hurry""]",80,SMS_5S_RM_08_02_01,80,SMS_5S_RM_08_03_01,80,SMS_5S_RM_08_04_01,",A limited-edition <color=#42b7fe>LP</color>!",A limited-edition dessert!,A limited-edition t-shirt!
41045004-19,RM,"[""Namjun! I have great news"",""You can come by now, right?""]",80,SMS_5S_RM_08_05_01,56,SMS_5S_RM_08_06_01,104,SMS_5S_RM_08_07_01,I'll be right there!,That's...,I'll think about it.
41045006-15,RM,"[""#1 second before I leave for my trip"",""$or do you like jam-packed schedules?""]",104,SMS_5S_RM_12_02_01,56,SMS_5S_RM_12_03_01,80,SMS_5S_RM_12_04_01,I like slow-paced trips,I enjoy jam-packed schedules,It really depends
41045006-26,RM,"[""#1 second before I leave for my trip"",""'How does that sound? Reassuring, right?""]",104,SMS_5S_RM_12_05_01,80,SMS_5S_RM_12_06_01,56,SMS_5S_RM_12_07_01,Totally reassuring,You don't have to do that,A guide? You?
41045007-8,RM,"[""What do I do"",""\""I just wanted to complain out loud""]",56,SMS_5S_RM_14_02_01,80,SMS_5S_RM_14_03_01,104,SMS_5S_RM_14_04_01,It's really late,What's it about?,I can't wait
41045007-20,RM,"[""What do I do"",""Oooh...""]",104,SMS_5S_RM_14_05_01,80,SMS_5S_RM_14_06_01,56,SMS_5S_RM_14_07_01,I'm so moved,I'm worried,How about the rights?
41045008-10,RM,"[""$Hi, this is your Fine Dust Alert-bot"","">Should we do something? Ah my body doesn't want to stay inside""]",56,SMS_5S_RM_16_02_01,80,SMS_5S_RM_16_03_01,104,SMS_5S_RM_16_04_01,Wanna go to the amusement park?,3Wanna go take a walk around one of the old palaces?,Wanna go catch some crabs?
41045008-18,RM,"[""$Hi, this is your Fine Dust Alert-bot"",""Can I ask you to do that?""]",104,SMS_5S_RM_16_05_01,56,SMS_5S_RM_16_06_01,80,SMS_5S_RM_16_07_01,Leave it to me!,I'm not confident,!You should be taking photos of me
41045009-9,RM,"[""?We had a group meeting at the dorm for the first time in awhile"",""We came to a conclusion""]",104,SMS_5S_RM_18_02_01,80,SMS_5S_RM_18_03_01,56,SMS_5S_RM_18_04_01,It's you isn't it Namjun?,Who is it?,It's all 7 of you huh?
41045009-23,RM,"[""?We had a group meeting at the dorm for the first time in awhile"",""Hehehehe""]",104,SMS_5S_RM_18_05_01,56,SMS_5S_RM_18_06_01,80,SMS_5S_RM_18_07_01,You have quite the eye,I disagree,Whose opinion is this
41045010-3,RM,"[""tI took this picture when I visited my high school... But I had two photos printed by mistake. Seriously, by mistake."",""So, this extra photo...""]",104,SMS_5S_RM_10_02_01,80,SMS_5S_RM_10_03_01,56,SMS_5S_RM_10_04_01,Are you giving it to me?,One to save for later?,Should I put it up on the wall?
41045010-12,RM,"[""tI took this picture when I visited my high school... But I had two photos printed by mistake. Seriously, by mistake."",""<The letter I wrote to my future self was especially poignant""]",104,SMS_5S_RM_10_05_01,56,SMS_5S_RM_10_06_01,80,SMS_5S_RM_10_07_01,What does it say?,What else was there?,I want to see in person!
41045011-8,RM,"[""Have you seen the forecast?"",""HOne advantage is I don't have to worry about losing my umbrella anymore!""]",104,SMS_5S_RM_20_02_01,80,SMS_5S_RM_20_03_01,0,0,I feel the same way!,I can't relate.,
41045011-19,RM,"[""Have you seen the forecast?"","",What does summer make you think of, Manager?""]",56,SMS_5S_RM_20_05_01,80,SMS_5S_RM_20_06_01,104,SMS_5S_RM_20_07_01,Ice cream,Summer vacation,Tropical nights
41045012-5,RM,"[""#Whenever you have a lot of thoughts"",""is the best solution sometimes""]",80,SMS_5S_RM_24_02_01,104,SMS_5S_RM_24_03_01,56,SMS_5S_RM_24_04_01,Whoa what a cool idea,Example?,You've been thinking a lot
41045012-24,RM,"[""#Whenever you have a lot of thoughts"",""""]",104,SMS_5S_RM_24_05_01,80,SMS_5S_RM_24_06_01,56,SMS_5S_RM_24_07_01,"Did you eat, at least?",Let's get some fresh air,Try cleaning your figurines
41045013-9,RM,"["">[Headline] BTS Namjun Planning Short Trip over Chuseok Holiday"",""5What would you do, Manager? Stick it out or turn back""]",80,SMS_5S_RM_22_02_01,104,SMS_5S_RM_22_03_01,0,0,Stick it out,Turn back,
41045013-23,RM,"["">[Headline] BTS Namjun Planning Short Trip over Chuseok Holiday"",""+I've changed my travel destination, Manager""]",56,SMS_5S_RM_22_05_01,104,SMS_5S_RM_22_06_01,80,SMS_5S_RM_22_07_01,1[Newsflash] Enrich Your Life by Visiting a Museum,5[Newsflash] How Does Chicken and the Han River Sound?,:[Newsflash] Perfect for Serene Walks: Gyeongbokgung Palace
41045014-4,RM,"[""The muscle roller I gave you"",""Are you using it well""]",80,SMS_5S_RM_26_02_01,104,SMS_5S_RM_26_03_01,0,0,Of course I am!!,"Sorry, I lost it...",
41045014-17,RM,"[""The muscle roller I gave you"",""Can I borrow it for awhile?""]",80,SMS_5S_RM_26_05_01,56,SMS_5S_RM_26_06_01,104,SMS_5S_RM_26_07_01,I'll get you one of your own!,Hm... For how long?,Did you... lose it again?
41045015-4,RM,"[""After that last"",""$I think I finally saw.... a ghost...""]",104,SMS_5S_RM_28_02_01,80,SMS_5S_RM_28_03_01,0,0,Were you scared?,Don't joke around,
