id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
34073017-2,Jungkook,"[""@I wonder how it'd look if I grew out my facial hair.Ah! Manly!""]",140,SNS_3S_Jungkook_13_01_02,140,SNS_3S_Jungkook_13_01_06,0,0,I say no.,I think it'd be cool.,
34073018-2,Jungkook,"[""zI like quieter songs, the more emotional and sad ones.Dark instead of bright.I love listening to the piano and guitar.""]",140,SNS_3S_Jungkook_07_01_02,140,SNS_3S_Jungkook_07_01_06,0,0,"+You're so emotionally expressive, Jeongguk.",'That sounds like it would get boring...,
34073021-2,Jungkook,"[""(Weird, why are the hyungs looking cuter?""]",140,SNS_3S_Jungkook_12_01_02,140,SNS_3S_Jungkook_12_01_06,0,0,"You're looking cuter, Jeongguk!",/I wanna know how they react to you saying this.,
34073023-2,Jungkook,"[""jBe honest.Who scribbled on my face when I was sleeping?I'll let it go if you confess I really mean it.""]",140,SNS_3S_Jungkook_06_01_02,140,SNS_3S_Jungkook_06_01_07,0,0,Who was it???,It was me...,
34073027-2,Jungkook,"[""(#FallJeongFeels (Fall Jeongguk Feelings)""]",140,SNS_3S1_Jungkook_027_02_01,168,SNS_3S1_Jungkook_027_03_01,0,0,I'm a fan,(No words),
34073028-2,Jungkook,"[""sMilk you drink in the morning is the best!!What kind should I drink in the afternoon?!#BananaMilk vs #ChocoMilk""]",140,SNS_3S1_Jungkook_028_02_01,168,SNS_3S1_Jungkook_028_03_01,0,0,Banana Milk,Choco Milk,
34073029-2,Jungkook,"[""(I want to try every hot dog in the world""]",168,SNS_3S1_Jungkook_029_02_01,140,SNS_3S1_Jungkook_029_03_01,0,0,Totally possible,They all taste the same...,
34074003-2,Jungkook,"[""Bungee jumping, anyone""]",140,SNS_4S_Jungkook_05_01_02,168,SNS_4S_Jungkook_05_01_06,112,SNS_4S_Jungkook_05_01_10,Bungee jumping?,Me me me I want to!,Bungee jumping seems scary...
34074011-2,Jungkook,"[""rI don't get why we have to make finger guns followed by our group greeting.Can't we just give a little head bow?""]",168,SNS_4S_Jungkook_21_01_02,112,SNS_4S_Jungkook_21_01_05,140,SNS_4S_Jungkook_21_01_08,It's nice and unique!,.You guys came up with this signature greeting!,-Do you not like it? Do you want to change it?
34074012-2,Jungkook,"[""_The hyungs told me to break my bad habit of picking at my peach fuzz.How will I ever survive?""]",112,SNS_4S_Jungkook_23_01_02,168,SNS_4S_Jungkook_23_01_06,140,SNS_4S_Jungkook_23_01_10,(Why do they want you to break the habit?,#You should try doing what they say.,.Does the world revolve around your peach fuzz?
34074014-2,Jungkook,"[""3I fell doing flipsI really wanted to land that...""]",112,SNS_4S_Jungkook_13_01_02,140,SNS_4S_Jungkook_13_01_05,168,SNS_4S_Jungkook_13_01_08,Must be embarrassing.,#You were doing well when I saw you!,"8If you want it enough, the universe will make it happen."
34074016-2,Jungkook,"[""I remember telling someone they were my girlfriend in kindergarten and then forgetting about it right after. What is real love?""]",112,SNS_4S_Jungkook_17_01_02,140,SNS_4S_Jungkook_17_01_05,168,SNS_4S_Jungkook_17_01_08,That's not dating!,You've never felt love before?,+Real love is the way I care for all of you.
34074017-2,Jungkook,"[""nThe hyungs keep teasing me about my age.Is being old something to brag about?#Imgoing #togolearn #wingchun""]",140,SNS_4S_Jungkook_07_01_02,112,SNS_4S_Jungkook_07_01_06,168,SNS_4S_Jungkook_07_01_10,What's Wing Chun?,(They shouldn't tease you about your age!,(They're teasing because you're adorable!
34074018-2,Jungkook,"[""KHelmets are so uncomfortableI really don't know why we have to wear them.""]",140,SNS_4S_Jungkook_11_01_02,112,SNS_4S_Jungkook_11_01_05,168,SNS_4S_Jungkook_11_01_08,It's for your own safety!,$Maybe you're wearing the wrong size?,"'If it's too uncomfortable, take it off."
34074019-2,Jungkook,"[""THah... Sometimes I wish I was a normal student and that I could go out with friends.""]",140,SNS_4S_Jungkook_09_01_02,112,SNS_4S_Jungkook_09_01_05,168,SNS_4S_Jungkook_09_01_08,"You miss normal life, don't you?",What would you want to do?,"$But you're enjoying life now, too..."
34074021-2,Jungkook,"[""CI'm not going to buy anything from internet ads anymore. I mean it.""]",140,SNS_4S1_Jungkook_021_02_01,112,SNS_4S1_Jungkook_021_03_01,168,SNS_4S1_Jungkook_021_04_01,You bought something yesterday,Are you sure about that?,Why are you stopping?!
41064019-2,V,"[""?Today I declare this path Kim Taehyung's Walking TrailYeahh!!""]",140,SNS_4S_V_12_01_02,112,SNS_4S_V_12_01_06,168,SNS_4S_V_12_01_10,I want to take that trail.,'Why is it Kim Taehyung's Walking Trail?,Yeah!!
44014001-2,Jin,"[""hYou know it's a good omen when there's a handsome face in your dreams! #BoughtALottoTicket #TimeToInvest""]",140,SNS_4S_Jin_02_01_02,168,SNS_4S_Jin_02_01_06,112,SNS_4S_Jin_02_01_10,"*Can I have 10,000 won to buy some chicken?",I want to dream of Seok Jin too!,(I feel like you made the wrong choice...
44014008-2,Jin,"[""bToday's lunch: Two plates of steakI really don't have an appetite T_T Should I go get a checkup?""]",112,SNS_4S_Jin_16_01_02,140,SNS_4S_Jin_16_01_06,168,SNS_4S_Jin_16_01_10,+Your portion size is smaller than usual T_T,&Aren't you eating a little too much???,*I thought today's menu was chicken breast?
44014013-3,Jin,"[""tThere are three things in the world that can't be hidden.#SeokJins_shoulders #SeokJins_heart#and #SeokJins_looks"",""?Hyung even though I hear this all the time it never gets better""]",112,SNS_4S_Jin_08_01_03,168,SNS_4S_Jin_08_01_06,140,SNS_4S_Jin_08_01_09,Four including self-praise...,"$I mean, there's really no hiding it.",",I wonder if I also have things I can't hide?"
44014016-2,Jin,"[""RManager why did you hide your resume headshot T_TIt was a cute photo too hmph...""]",140,SNS_4S_Jin_12_01_02,112,SNS_4S_Jin_12_01_06,168,SNS_4S_Jin_12_01_10,Why'd you look at it T_T,",I'm gonna dig up an old photo of yours, too.",How cute?
44014018-2,Jin,"[""gSuccessfully overcame the slump!I realized that forgetting about unnecessary things is also an option""]",140,SNS_4S_Jin_18_01_02,112,SNS_4S_Jin_18_01_05,168,SNS_4S_Jin_18_01_08,You sound so grown up.,"So, what'd you forget about?",You did so well on your own!
44014019-3,Jin,"[""WGot a surprise gift - a frying pan!!!#JustWhatIWanted #Treasure #No1 #Thanks #Manager"","">Make me hotteok with it now that you have one! hotteoks please""]",168,SNS_4S_Jin_28_02_01,112,SNS_4S_Jin_28_03_01,140,SNS_4S_Jin_28_04_01,$I should've got you something better,Actually that was a freebie,Make me something delicious
44014020-2,Jin,"[""]Went on a drive for the first time in a while.I feel like I left all my stress on the road!""]",140,SNS_4S_Jin_10_01_02,112,SNS_4S_Jin_10_01_05,168,SNS_4S_Jin_10_01_08,/The nightscape from the bridge was so pretty...,Then it's time to practice!,%I acknowledge you as the best driver!
44024002-4,Suga,"[""t1. Sleep in on days off.2. Stay up late on days without scheduled events.3. Turn off the alarm and wake up late."",""@Jimin my bucket list""]",168,SNS_4S_Suga_04_01_04,112,SNS_4S_Suga_04_01_08,140,SNS_4S_Suga_04_01_12,Why don't you sleep in tomorrow?,Being busy is a good thing!,Your bucket list is so sad.
44024014-2,Suga,"[""eEveryone says they like how my fingers look when they hit the keyboardI don't know about that... Hm""]",168,SNS_4S_Suga_18_01_02,112,SNS_4S_Suga_18_01_06,140,SNS_4S_Suga_18_01_10,The answer's right there.,How can you not like them?,Those hands are precious.
44024017-4,Suga,"[""I set a trap for four days to catch the serial impersonator who terrorized my account I left unlocked.And... They took the bait."",""@SeokJin It was an acquaintance""]",140,SNS_4S_Suga_16_01_04,112,SNS_4S_Suga_16_01_08,168,SNS_4S_Suga_16_01_12,Taehyung?,Jimin?,That was actually me.
44024018-5,Suga,"[""kCan't give it up even when the weather's hot...My beloved black moto jacket#Today_Marks_Our #300Days"",""#Holy Yunki hyung used a heart emoji""]",168,SNS_4S_Suga_28_02_01,112,SNS_4S_Suga_28_03_01,140,SNS_4S_Suga_28_04_01,It suits you well!,It's time to retire it,I heard that you wear it to bed
44024019-2,Suga,"[""hPiano...I must have forgotten how to play since it's been so longTime to practice again T_T Shupshup""]",140,SNS_4S_Suga_08_01_02,112,SNS_4S_Suga_08_01_06,168,SNS_4S_Suga_08_01_11,Do you want me to help you?,=Let's think of a special performance incorporating the piano!,Is there anything you can't do?
44024020-5,Suga,"[""xI tried picking up reading as a new hobby, but...It's too boring.Ah, I want to play basketball!!! Anyone want to go?"",""@Yunki Aha""]",140,SNS_4S_Suga_12_01_05,168,SNS_4S_Suga_12_01_09,112,SNS_4S_Suga_12_01_14,I wanna try!,Can I watch?,What about practice?
44034002-2,J-Hope,"[""I saw a cool dog show on TV.Perfect synchronization between humans and dogs!!I want to try that too! Agility!!#Hobis_diary""]",168,SNS_4S_J-hope_04_01_02,112,SNS_4S_J-hope_04_01_07,140,SNS_4S_J-hope_04_01_11,"I think you'd do well, Hoseok!",Not everyone can do it.,What's agility?
44034013-2,J-Hope,"[""eWhen things get tough, let's try fighting through with a smile#Wherever_hope_may_be_Im_always_there""]",168,SNS_4S_J-hope_08_01_02,112,SNS_4S_J-hope_08_01_08,140,SNS_4S_J-hope_08_01_13,$Is something giving you a hard time?,"""You're always so positive, Hoseok!",HYou don't have to force yourself to smile when things get too difficult.
44034015-3,J-Hope,"[""IHow come I'm the only one with a cold? I'm even popular with colds... Ha!"",""BCould it be because you were the only who didn't drink ginger tea?""]",140,SNS_4S_J-hope_26_02_01,168,SNS_4S_J-hope_26_03_01,112,SNS_4S_J-hope_26_04_01,Time for some ginger tea,You can't be sick,I'm sick too
44034016-2,J-Hope,"[""Is there anything more difficult than choosing what to eat for lunch?What should I eat today? I don't want to be wrong!! I don't want to regret it!!""]",140,SNS_4S_J-hope_10_01_02,112,SNS_4S_J-hope_10_01_07,168,SNS_4S_J-hope_10_01_11,!That's a very difficult question.,$Why don't you let the maknae choose?,What do you want to eat?
44034017-2,J-Hope,"[""aHup!Just the way Manager taught me!Stretching is mandatory, not suggested, before practice!!!""]",168,SNS_4S_J-hope_16_01_02,140,SNS_4S_J-hope_16_01_06,112,SNS_4S_J-hope_16_01_10,Say no to muscle aches!!,Teach that to the others.,Your stance looks wrong...
44044001-2,RM,"[""A designer that I really like sent us a package from overseas!They wrote that they're enjoying our songs and sent us brand new F/W season stuff!!!!We're fans of each other... So happy and overflowing with joy! #RM""]",168,SNS_4S_RM_02_01_02,140,SNS_4S_RM_02_01_05,112,SNS_4S_RM_02_01_08,Amazing! I'm so happy,0How does it feel having fans all over the world?,(Wear it the next time you see me please!
44044005-2,RM,"[""I finally got to see a crab T___T So cute!!!<color=#42b7fe>Thanx</color> manager for bringing me to the beach!#socute #great""]",140,SNS_4S_RM_10_01_02,168,SNS_4S_RM_10_01_07,112,SNS_4S_RM_10_01_11,#Am I included in the cute category?,"I saw a crab, too!",",I didn't know you liked cute things so much."
44044016-2,RM,"[""aIn the interest of world peace I will no longer be cooking#AlmostSet #TheDormOnFire #AgainToday""]",140,SNS_4S_RM_14_01_02,168,SNS_4S_RM_14_01_06,112,SNS_4S_RM_14_01_10,I can cook for you!,%We got fire insurance because of you.,"&You're good at doing dishes, at least!"
44044018-2,RM,"[""r-Pre-flight <color=#42b7fe>check list</color>- Passport Phone + charger Earbuds Lyric notebook""]",140,SNS_4S_RM_18_01_02,112,SNS_4S_RM_18_01_05,168,SNS_4S_RM_18_01_09,Now you won't forget anything!,Who taught you to do this?,Don't forget your swag!
44044020-5,RM,"[""Manager saw my fashion today and said I look like fine dust under a microscope... I'm fine dust now?#KimFD #Shocked #KimDaily #FailedT_T"",""1A small speck of Namjun dust floating in the air~""]",112,SNS_4S_RM_28_02_01,168,SNS_4S_RM_28_03_01,140,SNS_4S_RM_28_04_01,You really do look like it,You know I was kidding right?,You look like an acorn
44054012-2,Jimin,"[""9Ta da I put on a new striped shirt I bought today#JIMIN""]",112,SNS_4S_Jimin_24_01_02,140,SNS_4S_Jimin_24_01_06,168,SNS_4S_Jimin_24_01_10,Looks like something you have,It suits you!!,Where'd you buy it?
44054013-4,Jimin,"[""_I woke up after sleeping at the office and I... I think I saw a ghost!!!#Garlic #Cross #JIMIN"",""8@Hoseok over there you know the company meteing rmoo T_T""]",168,SNS_4S_Jimin_26_02_01,112,SNS_4S_Jimin_26_03_01,140,SNS_4S_Jimin_26_04_01,Jimin are you okay?,Are you messing with me?,$Holy I'm still at the office? T____T
44054015-4,Jimin,"[""LDecided to go work out during break time!Anyone want to join?? Lol#JIMIN"",""7@Yunki wow and I just exercised my fingers just now lol""]",168,SNS_4S_Jimin_20_01_04,140,SNS_4S_Jimin_20_01_09,112,SNS_4S_Jimin_20_01_15,Me! Me!,!Working out when it's break time?,",What about something other than working out?"
44054016-2,Jimin,"[""I remember I watched this animated show about cooking masters when I was younger and asked my mom to teach me how to cook#JIMIN""]",168,SNS_4S_Jimin_15_01_02,112,SNS_4S_Jimin_15_01_06,140,SNS_4S_Jimin_15_01_10,*That cooking master animated show is good!,)Is there something you're good at making?,Young Jimin had so many dreams!
44054020-2,Jimin,"["">I really like this time of the morning between 1 and 3#JIMIN""]",140,SNS_4S_Jimin_14_01_02,112,SNS_4S_Jimin_14_01_07,168,SNS_4S_Jimin_14_01_11,What are you doing up?,You should go to bed!,"I like it, too!"
44064014-2,V,"[""9I've never had a part-time job, so... I should get one!!!""]",140,SNS_4S_V_14_01_02,168,SNS_4S_V_14_01_06,112,SNS_4S_V_14_01_10,What kind of part-time job?,-It's a nice experience to have at least once!,No! You need to practice.
44064015-3,V,"[""EEveryone there's a new hamburger outWho wants to go eat hamburgers?"",""Taetae's so excited loool""]",168,SNS_4S_V_16_01_03,140,SNS_4S_V_16_01_06,112,SNS_4S_V_16_01_10,Are you buying?,You're trying a new menu item?,#I'm not feeling hamburgers today...
44064016-2,V,"[""VWhen I was younger I grew baby tomatoesI even sang to them so that they'd grow well!""]",112,SNS_4S_V_18_01_02,168,SNS_4S_V_18_01_06,140,SNS_4S_V_18_01_09,You sang to them? Interesting...,So did they grow well?,Should we grow some at the dorm?
44064017-4,V,"[""aI'm good at riding bicyclesBack then and still now#BicycleMaster #I #CanRide #WithNoHandshehe"",""!@Jimin Oh you can't win me friend""]",140,SNS_4S_V_26_02_01,168,SNS_4S_V_26_03_01,112,SNS_4S_V_26_04_01,"""I don't know how to ride a bike...","I'm good at bike-riding, too!",Liar
44074001-2,Jungkook,"[""I'm going to do my best like it's my last time on stage.Manager, thank you for always purchasing all these headset microphones!""]",168,SNS_4S_Jungkook_02_01_02,112,SNS_4S_Jungkook_02_01_07,140,SNS_4S_Jungkook_02_01_11,;Replacement headset microphones? Anything for you Jeongguk!,#Don't go too hard during rehearsal.,*You look cool when you're doing your best!
44074010-2,Jungkook,"[""+This mask Manager gifted me is really nice!""]",168,SNS_4S_Jungkook_20_01_02,140,SNS_4S_Jungkook_20_01_06,112,SNS_4S_Jungkook_20_01_11,"It suits you well, Jeongguk!",You like it?,Is it the right size?
44074013-2,Jungkook,"[""kI was going to go to bed but there was a bugAh... I hate bugs.#Fleeing_to_the_Office #Todays_Discovery?""]",168,SNS_4S_Jungkook_26_02_01,112,SNS_4S_Jungkook_26_03_01,140,SNS_4S_Jungkook_26_04_01,Do you want me to deal with it?,Eek I don't like bugs either,Such bad bugs!
44074019-2,Jungkook,"[""I went to the snack food shop in front of the school with ManagerI had a very normal day for the first time in a while and it was fun""]",140,SNS_4S_Jungkook_10_01_02,168,SNS_4S_Jungkook_10_01_06,112,SNS_4S_Jungkook_10_01_10,#I'm happy to hear that you had fun!,6Those spicy rice cakes I ate still aren't digesting...,#Now it's time to focus on practice!
44074020-2,Jungkook,"[""YConfidently uploaded a English cover songand got compliments on my great pronunciation!""]",168,SNS_4S_Jungkook_16_01_02,140,SNS_4S_Jungkook_16_01_06,112,SNS_4S_Jungkook_16_01_10,It was really good!,Confidence is important!,Who complimented you???
54010501-2,Jin,"[""[Seok Jin: Lol! Oh right, have you ever heard of the acronymSeok Jin: WWHJBig Hit Manager: Worldwide... Handsome....Big Hit Manager: Jin...Seok Jin: Thank you :D]Even you acknowledged that I'm WWHJ""]",140,SNS_I_Jin_05_01_02,168,SNS_I_Jin_05_01_05,112,SNS_I_Jin_05_01_08,You set me up.,"It's true, honestly!",Aren't you tired of it?
54011301-2,Jin,"[""vWas so bored that I went fishing with Manager and caught a striped marlin, now I'm so tired I'm collapsed on the floor""]",168,SNS_I_Jin_13_02_01,112,SNS_I_Jin_13_03_01,140,SNS_I_Jin_13_04_01,It was a hard catch!,?? but you didn't catch anything,Looool what is this photo?
54020701-11,Suga,"[""2Ah Manager took a picture of me without me knowing"",""@Jeongguk I woke up like this""]",140,SNS_I_Suga_07_01_11,168,SNS_I_Suga_07_01_14,112,SNS_I_Suga_07_01_17,Without you knowing?!,"You liked it, huh?","#Next time, I won't take any of you."
54021301-2,Suga,"[""Min SUGA lost again in the chores game today and had to do laundry shupshupI'm happy that I was able to give the members clean, laundered clothes. Seriously...""]",140,SNS_I_Suga_13_02_01,112,SNS_I_Suga_13_03_01,168,SNS_I_Suga_13_04_01,I like your positive attitude,You lost again?!,I can see your tears
54030401-10,J-Hope,"[""GFinally got a chance to go!! #MetALegendaryDancer #Dance #Yess #Soworth"","".@Namjun He must have been bored without me >_<""]",168,SNS_I_J-hope_04_01_10,112,SNS_I_J-hope_04_01_14,140,SNS_I_J-hope_04_01_19,It was so far away T_T,"Right, it was so worth it!",#I went with him so he wasn't bored!
54031301-2,J-Hope,"[""8j-Quiz: What is something a sleeping Hobi usually does??""]",112,SNS_I_J-hope_13_02_01,140,SNS_I_J-hope_13_03_01,168,SNS_I_J-hope_13_04_01,Speak in squirrel language,Decide to treat us,Dream a sweet dream
54040501-2,RM,"[""I achieve my dreams while others are still imagining them.#Writing #OvercameTheSlump #ThanksManager<color=#3a72bd>#keep_calm_and_work_harder</color>""]",168,SNS_I_RM_05_01_02,112,SNS_I_RM_05_01_05,140,SNS_I_RM_05_01_08,&I'm glad you've gotten over your slump,$You should have cropped Seok Jin out,You're a real workaholic
54041301-2,RM,"["",Another memory for me, who'll remember today""]",140,SNS_I_RM_13_02_01,112,SNS_I_RM_13_03_01,168,SNS_I_RM_13_04_01,"Wow, that's quite poetic!",What's that?,#Remember to credit the photographer
54050401-8,Jimin,"[""BThe angel who suddenly graced my life of constant practice! #JIMIN"",""#@SeokJin hyung... Let's power up...""]",140,SNS_I_Jimin_04_01_08,168,SNS_I_Jimin_04_01_12,112,SNS_I_Jimin_04_01_15,The cat looks full!,-Your life is just as important as practicing.,Can't I be the angel instead?
54051301-2,Jimin,"[""YThe hyungs said you'd really like it if I sent you this picture as a gift Manager#JIMIN""]",140,SNS_I_Jimin_13_02_01,112,SNS_I_Jimin_13_03_01,168,SNS_I_Jimin_13_04_01,It's the greatest gift,#I'd like a dancing Jimin too please,The song's so sweet and mellow
54060401-2,V,"[""RI don't think I would notice people screaming next to me when I'm deep in thought.""]",140,SNS_I_V_04_01_02,112,SNS_I_V_04_01_05,168,SNS_I_V_04_01_08,&What are you thinking about this time?,!Look at how good-looking you are.,When are you rapping for me?
54061301-2,V,"[""/We only live onceLet's live it like a movie""]",112,SNS_I_V_13_02_01,140,SNS_I_V_13_03_01,168,SNS_I_V_13_04_01,This is like a movie poster,%You look like the nation's first love,This is a sci-fi movie right?
54070201-5,Jungkook,"[""$Jimin hyung's candid shot of me. #JK"",""@Taehyung Ah hyung, really?""]",140,SNS_I_Jungkook_02_01_05,112,SNS_I_Jungkook_02_01_08,168,SNS_I_Jungkook_02_01_11,Is that true?,"(You were too embarrassed to say so, huh?",I feel like it was worth it.
54071301-2,Jungkook,"[""hLet's not forget 'this' when the sun's shining brightlyWhat is 'this' supposed to be in this sentence?""]",112,SNS_I_Jungkook_13_02_01,140,SNS_I_Jungkook_13_03_01,168,SNS_I_Jungkook_13_04_01,Laundry,Camera Bag,That
